Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
9/1/2022 0:29,3914,80160DD30,3914,80160DD30,12093.52,US Dollar,12093.52,US Dollar,Reinvestment,0
9/1/2022 0:24,1217,801565CA0,3500,8072E32C0,31.28,US Dollar,31.28,US Dollar,Credit Card,0
9/1/2022 0:00,13125,8015664D0,22129,804192180,107.85,US Dollar,107.85,US Dollar,Credit Card,0
9/1/2022 0:00,2196,80160DD80,234933,80CF296D0,19.09,US Dollar,19.09,US Dollar,Credit Card,0
9/1/2022 0:12,20,800044230,20,800044230,43754.43,US Dollar,43754.43,US Dollar,Reinvestment,0
9/1/2022 0:07,12,800056090,12,800056090,7666.72,US Dollar,7666.72,US Dollar,Reinvestment,0
9/1/2022 0:04,70,10042B660,20,800054200,700620.29,US Dollar,700620.29,US Dollar,Cheque,0
9/1/2022 0:06,1,800054290,1,800054290,891489.28,US Dollar,891489.28,US Dollar,Reinvestment,0
9/1/2022 0:13,1,800056ED0,1,800056ED0,32027235.31,US Dollar,32027235.31,US Dollar,Reinvestment,0
9/1/2022 0:05,1,800056ED0,1,800056ED0,21.08,US Dollar,21.08,US Dollar,Reinvestment,0
9/1/2022 0:04,20,800057270,20,800057270,392427.5,US Dollar,392427.5,US Dollar,Reinvestment,0
9/1/2022 0:16,20,800057660,20,800057660,5309.4,US Dollar,5309.4,US Dollar,Cheque,0
9/1/2022 0:22,12,8.00E+35,12,8.00E+35,291136.22,US Dollar,291136.22,US Dollar,Reinvestment,0
9/1/2022 0:01,12,8.00E+35,12,8.00E+35,8.77,US Dollar,8.77,US Dollar,Reinvestment,0
9/1/2022 0:14,20,8000581F0,20,8000581F0,23,US Dollar,23,US Dollar,Reinvestment,0
9/1/2022 0:25,20,800058C60,20,800058C60,894010.36,US Dollar,894010.36,US Dollar,Reinvestment,0
9/1/2022 0:12,20,800059410,20,800059410,122921.49,US Dollar,122921.49,US Dollar,Reinvestment,0
9/1/2022 0:25,20,8.00E+06,20,8.00E+06,32496.7,US Dollar,32496.7,US Dollar,Reinvestment,0
9/1/2022 0:05,1,80005A0E0,1,80005A0E0,15.33,US Dollar,15.33,US Dollar,Reinvestment,0
9/1/2022 0:16,20,80005A340,20,80005A340,1810272.39,US Dollar,1810272.39,US Dollar,Reinvestment,0
9/1/2022 0:27,224,80005A930,224,80005A930,18.84,US Dollar,18.84,US Dollar,Reinvestment,0
9/1/2022 0:17,224,80005ACF0,224,80005ACF0,95369.47,US Dollar,95369.47,US Dollar,Reinvestment,0
9/1/2022 0:05,20,80005B040,20,80005B040,117164.6,US Dollar,117164.6,US Dollar,Reinvestment,0
9/1/2022 0:28,20,80005B040,20,80005B040,15.81,US Dollar,15.81,US Dollar,Reinvestment,0
9/1/2022 0:06,11,800058480,11,800058480,190623.14,US Dollar,190623.14,US Dollar,Reinvestment,0
9/1/2022 0:22,11,80005BB60,11,80005BB60,1267704.14,US Dollar,1267704.14,US Dollar,Reinvestment,0
9/1/2022 0:00,1,80005CA70,1,80005CA70,20021.25,US Dollar,20021.25,US Dollar,Reinvestment,0
9/1/2022 0:10,1,80005CA70,1,80005CA70,31923.49,US Dollar,31923.49,US Dollar,Cheque,0
9/1/2022 0:14,20,80005CDA0,20,80005CDA0,9.58,US Dollar,9.58,US Dollar,Reinvestment,0
9/1/2022 0:04,12,80005D160,12,80005D160,11.41,US Dollar,11.41,US Dollar,Reinvestment,0
9/1/2022 0:27,20,80005DA20,20,80005DA20,96089.81,US Dollar,96089.81,US Dollar,Reinvestment,0
9/1/2022 0:28,20,80005DD70,20,80005DD70,14.62,US Dollar,14.62,US Dollar,Reinvestment,0
9/1/2022 0:03,11,80005E750,11,80005E750,188755.39,US Dollar,188755.39,US Dollar,Reinvestment,0
9/1/2022 0:06,11,80005E750,11,80005E750,81701.93,US Dollar,81701.93,US Dollar,Cheque,0
9/1/2022 0:08,11,80005E750,11,80005E750,7527.7,US Dollar,7527.7,US Dollar,Credit Card,0
9/1/2022 0:09,11,80005E750,11,80005E750,201551.63,US Dollar,201551.63,US Dollar,Wire,0
9/1/2022 0:28,12,80005EA80,12,80005EA80,10406.57,US Dollar,10406.57,US Dollar,Cheque,0
9/1/2022 0:18,12,80005EA80,12,80005EA80,17355,US Dollar,17355,US Dollar,Cash,0
9/1/2022 0:27,1,80005F620,1,80005F620,686.74,US Dollar,686.74,US Dollar,Cheque,0
9/1/2022 0:10,1,80005F620,1,80005F620,2124.57,US Dollar,2124.57,US Dollar,Credit Card,0
9/1/2022 0:05,1,80005F620,1,80005F620,343.56,US Dollar,343.56,US Dollar,ACH,0
9/1/2022 0:09,20,80005F910,20,80005F910,22.22,US Dollar,22.22,US Dollar,Reinvestment,0
9/1/2022 0:17,11,8000ED820,11,8000ED820,17.83,US Dollar,17.83,US Dollar,Reinvestment,0
9/1/2022 0:19,11,8000EDF00,11,8000EDF00,1092631.31,US Dollar,1092631.31,US Dollar,Reinvestment,0
9/1/2022 0:06,20,8000EE770,20,8000EE770,11.08,US Dollar,11.08,US Dollar,Reinvestment,0
9/1/2022 0:24,20,8000EEC20,20,8000EEC20,12462.52,US Dollar,12462.52,US Dollar,Reinvestment,0
9/1/2022 0:09,12,8000EF760,12,8000EF760,6263655.65,US Dollar,6263655.65,US Dollar,Reinvestment,0
9/1/2022 0:23,20,800057BB0,12,8000EF760,145706.3,US Dollar,145706.3,US Dollar,Cheque,0
9/1/2022 0:21,20,800057BB0,12,8000EF760,21801.96,US Dollar,21801.96,US Dollar,Wire,0
9/1/2022 0:10,224,8000F0B00,224,8000F0B00,727.67,US Dollar,727.67,US Dollar,Reinvestment,0
9/1/2022 0:03,11,8000F9340,11,8000F9340,254047.5,US Dollar,254047.5,US Dollar,Reinvestment,0
9/1/2022 0:20,224,80005B7C0,224,80005B7C0,9992.86,US Dollar,9992.86,US Dollar,Reinvestment,0
9/1/2022 0:22,12,8000F8D20,12,8000F8D20,594.24,US Dollar,594.24,US Dollar,Reinvestment,0
9/1/2022 0:18,20,8000F8990,139833,812116FE0,32.7,US Dollar,32.7,US Dollar,Credit Card,0
9/1/2022 0:09,20,8000F8CD0,20,8000F8CD0,10.79,US Dollar,10.79,US Dollar,Reinvestment,0
9/1/2022 0:00,11,8000FA930,11,8000FA930,32420.35,US Dollar,32420.35,US Dollar,Reinvestment,0
9/1/2022 0:04,11,8000FAE50,11,8000FAE50,318410.69,US Dollar,318410.69,US Dollar,Reinvestment,0
9/1/2022 0:03,20,800058C10,11,8000FAE50,69522.31,US Dollar,69522.31,US Dollar,Cheque,0
9/1/2022 0:23,20,800058C10,11,8000FAE50,42576.97,US Dollar,42576.97,US Dollar,ACH,0
9/1/2022 0:06,12,8000FB2E0,12,8000FB2E0,15.57,US Dollar,15.57,US Dollar,Reinvestment,0
9/1/2022 0:02,224,8000FBE20,224,8000FBE20,10.5,US Dollar,10.5,US Dollar,Reinvestment,0
